"id","name_tc","description_tc","slug"
"45123","台灣-台積電營收vs.電子零組件出口","台積電 TSMC（2330.TW）為全球最大的半導體晶圓代工廠，全球市占率 53% ，反映著全球電子業景氣榮枯，同步牽動台灣最重要的電子零組件出口。此外，台積電為台股最大權值股（占比高達 30% ）。
","tw-tsmc-2330-monthly-revenue-yoy-tw-export-electronic-yoy"
"45162","印度-經常帳佔GDP比重","經常帳指的是在國際收支平衡表中貿易和服務而產生的資金流動。經常帳最大的組成為國際貿易帳，因此貿易盈餘對於推升經常帳有正面效果。

由於印度國內天然資源較不足，需要從國外進口，而製造業目前競爭力仍較弱，因此長期淨出口為負。

歷史數據及預測值資料來源：IMF","india-current-account-gdp"
"45163","印度-外債負擔","外債（External Debt）是一個國家債權人為外國的債務。 債務人可以是政府、企業或私人。外債總額佔 GDP 比重可以衡量一個國家債務與整體經濟的相對狀況，該指標適合進行跨國比較外債問題嚴重程度。

外債多以美元計價，因此當美元上漲時，對於外債多的國家債務負擔會加重，不利該國經濟發展。

印度因長期貿易逆差加上常以貸款的方式推動基礎建設而累積外債，當美元上升或者該國經濟瞬間惡化，債務負擔過重時，容易造成資金外逃，產生經濟危機。不過，相較其他新興國家，印度自 1995 年以來，外債總額與 GDP 比值持續維持在 20 ~ 25% 的比例，處於相對低水位。

備註：本數據有 IMF 統計，與印度官方統計的外債數據，可能存在差異","india-gross-external-debt-gdp"
"45164","印度-政府負債","政府負債為政府對外舉債的總額，而一國政府債務占其國內生產總值的比率能顯示其財政結構狀況，比率越高表示該國債務問題越嚴重，影響該國信用及舉債成本。

歷史數據及預測值資料來源：IMF","india-government-debt-gdp"
"45165","美國-商銀整體貸款違約vs.金融類股","美國商業銀行貸款違約率統計分為：住宅貸款、商業住宅貸款、信用卡貸款與企業貸款，該數據可以觀察整體美國消費與企業貸款違約狀況。

由於放貸為金融業主要業務之一，因此當商業銀行貸款違約率越高，就會使金融業營收面臨壓力，不利於金融類股的表現。
","us-commercial-bank-delinquencies-all-loans-leases-vs-financial-stocks"
"45166","美國-商銀整體貸款違約金額 金融股",,"us-commercial-bank-delinquencies-all-loans-leases"
"45169","地緣政治風險指數(1985年起)-全球&烏俄",,"geopolitical-risk-index-since-1985-global-russia-ukraine"
"45277","美國-黃豆存貨使用比(每月預估值)","存貨使用比 = 每年期末存貨 / 國內總消費量+出口，代表現有庫存可以供應幾年的國內使用（單位為 %），概念類似於原油的備用產能。

美國農業部（USDA）每月會公佈本期的全年供需預測值，由於 USDA 的月報以每年 5 月為起點，所以在 2022/5 ~ 2023/4 的期間，每月會公佈對於 2023 年的供需預測值，以此類推。此圖表紀錄每月公佈美國黃豆的存貨、使用預測值變化。

每月存貨使用比的預測值和價格呈現反向關係，當預期值調降時，代表本期存貨相對於使用較少，價格有所支撐，反之亦然。","us-soybean-stock-to-use-ratio-monthly-change"
"45278","美國-玉米存貨使用比(每月預估值)","存貨使用比 = 每年期末存貨 / 國內總消費量 + 出口，代表現有庫存可以供應幾年的國內使用（單位為 %），概念類似於原油的備用產能。

美國農業部（USDA）每月會公佈本期的全年供需預測值，由於 USDA 的月報以每年 5 月為起點，所以在 2022/5 ~ 2023/4 的期間內，每月會公佈對於 2023 年的供需預測值，以此類推。此圖表紀錄每月公佈的美國玉米存貨、使用預測值變化。

每月存貨使用比的預測值和價格呈現反向關係，當預期值調降時，代表本期存貨相對於使用較少，價格有所支撐，反之亦然。","us-corn-stock-to-use-ratio-monthly-change"
"45389","美國-小麥存貨使用比(每月預估值)","存貨使用比 = 每年期末存貨 / 國內總消費量 + 出口，代表現有庫存可以供應幾年的國內使用（單位為 %），概念類似於原油的備用產能。

美國農業部（USDA）每月會公佈本期的全年供需預測值，由於 USDA 的月報以每年 5 月為起點，所以在 2022/5 ~ 2023/4 的期間內，每月會公佈對於 2023 年的供需預測值，以此類推。此圖表紀錄每月公佈的美國小麥存貨、使用預測值變化。

每月存貨使用比的預測值和價格呈現反向關係，當預期值調降時，代表本期存貨相對於使用較少，價格有所支撐，反之亦然。","us-wheat-stock-to-demand-ratio-monthly-change"
"45452","美國-10年期公債-期限溢價估計[ACM]","聯準會前主席 Ben Bernanke 於 2014 年提出美債長端殖利率的三大組成：通膨預期、實質利率預期、期限溢價，其中期限溢價（term premiums）為持有較長期美債投資者所要求的報酬。

此圖表數據引用紐約聯儲經濟學家 Tobias Adrian 、 Richard Crump 和 Emanuel Moench 模型，繪製從 1961 年至今的 10 年期美債期限溢價估計。","us-10-treasury-term-premium"
"45519","中國-建築業PMI","中國官方建築業 PMI 為非製造業中的重要組成項目之一，透過對建築業的採購經理人來觀察中國未來房地產景氣的好壞，也可用來反映政府對於基建投入的狀況。
","cn-construction-pmi"
"45521","巴西-OECD領先指標","巴西 OECD 領先指標反映巴西整體景氣走勢，以 100 為基準點，投資人可留意指標走勢及轉折點。當指標向上，代表巴西基本面好轉；指標向下，代表巴西基本面整體惡化。

巴西 OECD 領先指標組成細項：
巴西股市 BOVESPA 指數、製造業未來意向與訂單、政策利率、服務業未來意向與歐洲貿易餘額。","brazil-oecd"
"45522","巴西-經常帳佔GDP比重","經常帳指的是在國際收支平衡表中貿易和服務而產生的資金流動。經常帳最大的組成為國際貿易帳，因此貿易盈餘對於推升經常帳有正面效果。

巴西雖為原物料出口國，但因進口需求龐大，2008 年後持續面臨經常帳赤字。

歷史數據及預測值資料來源：IMF","brazil-current-account-GDP"
"45523","巴西-外債總額佔GDP比重","外債（External Debt）是一個國家債權人為外國的債務。 債務人可以是政府、企業或私人。外債總額佔　GDP 比重可以衡量一個國家債務與整體經濟的相對狀況，該指標適合進行跨國比較外債問題嚴重程度。

外債多以美元計價，因此當美元上漲時，對於外債多的國家債務負擔會加重，不利該國經濟發展。

巴西外債總額佔 GDP 比重自 2008 年後觸及低點，接著一路呈現擴張趨勢。","brazil-gross-external-debt-gdp"
"45524","巴西-政府負債佔GDP比重","政府負債為政府對外舉債的總額，而一國政府債務占其國內生產總值的比率能顯示其財政結構狀況，比率越高表示該國債務問題越嚴重，影響該國信用及舉債成本。

巴西政府財政混亂，自 2014 年以來難以擺脫稅收小於負債的窘境，債務總額持續上升，2020 年疫情期間舉債防疫、振興經濟更使狀況雪上加霜。

歷史數據及預測值資料來源：IMF","brazil-government-debt-gdp"
"45533","俄羅斯-經常帳佔GDP比重","經常帳指的是在國際收支平衡表中貿易和服務而產生的資金流動。經常帳最大的組成為國際貿易帳，因此貿易盈餘對於推升經常帳有正面效果。

俄羅斯為能源出口國，長年有經常帳盈餘。

歷史數據及預測值資料來源：IMF","russia-current-account-gdp"
"45596","全球-MM製造業週期指數vs.金融類股","美國-金融類股與 S&P 500 比值 = S&P 500 金融類股總報酬指數 / S&P 500 總報酬指數，可以視為金融類股投資週期。當比值上升，代表金融類股相對於大盤（S&P 500）有更好的表現；反之，則代表金融類股表現落後於大盤。

MM 製造業週期指數，為 M平方整合全球製造業、零售、運輸、貿易相關數據編製，採納數據有美國 Cass 貨運出貨量（年增率）、 OECD 年變動擴散指標、全球 PMI 年變動擴散指數、美國 ISM PMI 、美國零售（排除汽車, 年增率）、台灣出口量（年增率）、德國 IFO 出口預期、美國 ISM PMI 出口訂單、美國 ISM PMI 存貨（反轉）、歐元區工業信心指數存貨（反轉）等數據。當「 MM 製造業週期指數」向上代表製造業處於上升週期；向下代表製造業處於下降週期。

金融股屬於循環性類股，因此當 MM 製造業週期指數走升、經濟復甦或者經濟擴張時，金融類股與 S&P 500 比值上升，此時應該要配置更多金融類股。","us-mm-manufacturing-cycle-vs-financial-stocks"
"45600","美國-貨幣供給[M2]vs.金融類股","當美國經濟轉向擴張，聯準會逐步停止寬鬆的貨幣政策、轉向貨幣緊縮循環，將使貨幣供給（M2）年增開始下行、市場利率上升，因而推升金融股的表現；反之，當美國經濟轉向趨緩或衰退時，寬鬆的政策將使貨幣供給年增率上升、市場利率下行，較不利於金融類股的表現。

整體而言，大多時候貨幣供給（M2）會與金融類股成反向變動。","us-m2-yoy-financial-stocks"
"45601","全球-OECD領先指標擴散指數vs.金融類股","OECD 領先指標月 / 年變動擴散指數：各國 OECD 領先指標有多少比例月／年變動大於或等於零。
 
當 OECD 領先指標擴散指數越高，代表全球多數國家經濟正在好轉，有利於循環性類股（如金融類股）的表現。
","oecd-leading-index-yoy-diffusion-index-vs-financial-index"
"45603","美國-領先指標vs.金融類股","美國經濟諮商局領先指標，根據製造業員工平均每週工時、申請失業救濟金人數、製造業 PMI 、建築許可、 S&P 500 股價指數等 10 項數據編製而成。

當經濟諮商局領先指標（年增率）出現趨勢性上行時，代表經濟前景轉佳，有利於循環性類股（如金融類股）的表現。
","us-cb-leading-index-vs-financial-stocks"
"45604","美國-信用風險利差vs.金融類股","信用風險利差 ＝ 美林 CCC 級高收益債券殖利率 - 美國 10 年期政府公債殖利率（無風險利率）。高收益債券是信用評等較低的公司所發出的債券，由於信用風險較大，故殖利率會比一般投資等級債券來得高，因此信用風險利差可反映市場對未來企業違約風險的預期。
  
當景氣開始趨緩或衰退，評等較低的企業違約風險越高，信用風險利差因此擴大，此時不利於循環性類股（如金融類股）的表現。
","us-credit-spread-vs-financial-stocks"
"45606","銅金比vs.金融類股","銅金比可有效連結景氣強弱和風險性資產的關係。當景氣復甦或熱絡時，銅因反映需求增加，價格表現超越黃金，使得銅金比和股市同步上升；而當景氣放緩或衰退時，市場對未來經濟的疑慮提高，黃金因避險需求增加，價格表現超越銅，此時銅金比下滑，使得股市走勢震盪或下跌。

當銅金比越高，經濟正在好轉，有利於循環性類股（如金融類股）的表現。","copper-gold-ratio-vs-financial-stocks"
"45667","俄羅斯-外債總額佔GDP比重","外債（External Ｄebt）是一個國家債權人為外國的債務。 債務人可以是政府、企業或私人。外債總額佔 GDP 比重可以衡量一個國家債務與整體經濟的相對狀況，該指標適合進行跨國比較外債問題嚴重程度。

外債多以美元計價，因此當美元上漲時，對於外債多的國家債務負擔會加重，不利該國經濟發展。

1998 年金融危機後，俄羅斯受惠於原油等原物料商品價格上漲，外債總額佔 GDP 比重比例趨於穩定。","russia-gross-external-debt-gdp"
